"agency_type","call_category","address_city","incident_number","jurisdiction","problem","date_response","address_state","address_zip","day_response","month_response","year_response"
"Fire","HAZARD","SAN DIEGO","FS20015544","San Diego","HAZARD","2020-01-29 06:54:34","CA","92108","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015543","San Diego","Emergency Medical Response","2020-01-29 06:52:10","CA","92116","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015542","San Diego","Emergency Medical Response","2020-01-29 06:44:06","CA","92105","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015541","San Diego","Emergency Medical Response","2020-01-29 06:40:04","CA","92154","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015540","San Diego","Emergency Medical Response","2020-01-29 06:36:51","CA","92113","29","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20015539","San Diego","Non-Emergency Medical Response","2020-01-29 06:21:02","CA","92105","29","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20015538","San Diego","HAZARD","2020-01-29 06:15:34","CA","92113","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015537","San Diego","Emergency Medical Response","2020-01-29 06:05:44","CA","92103","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015535","San Diego","Emergency Medical Response","2020-01-29 06:01:48","CA","92111","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015534","San Diego","Emergency Medical Response","2020-01-29 06:00:32","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015533","San Diego","Emergency Medical Response","2020-01-29 06:00:28","CA","92128","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015531","San Diego","Emergency Medical Response","2020-01-29 05:58:50","CA","92106","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015529","San Diego","Emergency Medical Response","2020-01-29 05:57:39","CA","92113","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015528","San Diego","Emergency Medical Response","2020-01-29 05:51:38","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015527","San Diego","Emergency Medical Response","2020-01-29 05:50:36","CA","92109","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015526","San Diego","Emergency Medical Response","2020-01-29 05:47:12","CA","92111","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015525","San Diego","Emergency Medical Response","2020-01-29 05:46:00","CA","92120","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015523","San Diego","Emergency Medical Response","2020-01-29 05:31:28","CA","92103","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015522","San Diego","Urgent Medical Response","2020-01-29 05:14:08","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015519","San Diego","Emergency Medical Response","2020-01-29 05:00:14","CA","92101","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015518","San Diego","Urgent Medical Response","2020-01-29 04:59:27","CA","92109","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015517","San Diego","Emergency Medical Response","2020-01-29 04:56:33","CA","92154","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015515","San Diego","Emergency Medical Response","2020-01-29 04:52:13","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015514","San Diego","Emergency Medical Response","2020-01-29 04:51:30","CA","92103","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015513","San Diego","Emergency Medical Response","2020-01-29 04:48:12","CA","92105","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015512","San Diego","Emergency Medical Response","2020-01-29 04:43:36","CA","92109","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015511","San Diego","Urgent Medical Response","2020-01-29 04:43:07","CA","92101","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015510","San Diego","Urgent Medical Response","2020-01-29 04:41:26","CA","92173","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015509","San Diego","Emergency Medical Response","2020-01-29 04:33:35","CA","92111","29","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20015506","San Diego","Non-Emergency Medical Response","2020-01-29 04:12:26","CA","92104","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015505","San Diego","Emergency Medical Response","2020-01-29 03:58:46","CA","92104","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015504","San Diego","Emergency Medical Response","2020-01-29 03:54:06","CA","92113","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015501","San Diego","Emergency Medical Response","2020-01-29 03:41:30","CA","92139","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015502","San Diego","Emergency Medical Response","2020-01-29 03:40:56","CA","92154","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015500","San Diego","Emergency Medical Response","2020-01-29 03:26:38","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015498","San Diego","Emergency Medical Response","2020-01-29 03:23:32","CA","92117","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015496","San Diego","Urgent Medical Response","2020-01-29 03:19:05","CA","92129","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015497","San Diego","Emergency Medical Response","2020-01-29 03:19:04","CA","92104","29","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20015495","San Diego","HAZARD","2020-01-29 03:07:30","CA","92108","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015494","San Diego","Emergency Medical Response","2020-01-29 03:04:05","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015492","San Diego","Emergency Medical Response","2020-01-29 02:51:13","CA","92101","29","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20015489","San Diego","Non-Emergency Medical Response","2020-01-29 02:40:12","CA","92117","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015488","San Diego","Emergency Medical Response","2020-01-29 02:36:09","CA","92111","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015487","San Diego","Emergency Medical Response","2020-01-29 02:30:35","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015486","San Diego","Emergency Medical Response","2020-01-29 02:28:20","CA","92103","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015485","San Diego","Emergency Medical Response","2020-01-29 02:27:19","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015484","San Diego","Emergency Medical Response","2020-01-29 02:21:17","CA","92113","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015483","San Diego","Urgent Medical Response","2020-01-29 02:14:42","CA","92139","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015482","San Diego","Emergency Medical Response","2020-01-29 02:12:27","CA","92109","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015481","San Diego","Emergency Medical Response","2020-01-29 02:08:28","CA","92109","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015480","San Diego","Emergency Medical Response","2020-01-29 02:04:54","CA","92154","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015479","San Diego","Emergency Medical Response","2020-01-29 01:47:41","CA","92107","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015478","San Diego","Emergency Medical Response","2020-01-29 01:44:43","CA","92173","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015477","San Diego","Emergency Medical Response","2020-01-29 01:38:33","CA","92105","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015475","San Diego","Urgent Medical Response","2020-01-29 01:38:26","CA","92117","29","1","2020"
"Fire","FIRE","SAN DIEGO","FS20015476","San Diego","FIRE","2020-01-29 01:38:17","CA","92101","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015474","San Diego","Urgent Medical Response","2020-01-29 01:37:55","CA","92126","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015473","San Diego","Urgent Medical Response","2020-01-29 01:36:57","CA","92173","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015472","San Diego","Emergency Medical Response","2020-01-29 01:34:57","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015471","San Diego","Emergency Medical Response","2020-01-29 01:28:18","CA","92103","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015470","San Diego","Urgent Medical Response","2020-01-29 01:26:49","CA","92111","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015469","San Diego","Emergency Medical Response","2020-01-29 01:20:33","CA","92126","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015468","San Diego","Emergency Medical Response","2020-01-29 01:20:21","CA","92114","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015467","San Diego","Urgent Medical Response","2020-01-29 01:17:24","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015466","San Diego","Emergency Medical Response","2020-01-29 01:10:08","CA","92130","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015465","San Diego","Emergency Medical Response","2020-01-29 01:01:31","CA","92103","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015464","San Diego","Emergency Medical Response","2020-01-29 00:55:30","CA","92105","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015463","San Diego","Emergency Medical Response","2020-01-29 00:42:54","CA","92108","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015462","San Diego","Emergency Medical Response","2020-01-29 00:40:19","CA","92102","29","1","2020"
"Fire","RESCUE","SAN DIEGO","FS20015461","San Diego","RESCUE","2020-01-29 00:39:35","CA","92105","29","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015460","San Diego","Urgent Medical Response","2020-01-29 00:29:30","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015459","San Diego","Emergency Medical Response","2020-01-29 00:27:15","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015455","San Diego","Emergency Medical Response","2020-01-29 00:22:43","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015456","San Diego","Emergency Medical Response","2020-01-29 00:22:41","CA","92120","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015454","San Diego","Emergency Medical Response","2020-01-29 00:22:16","CA","92107","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015453","San Diego","Emergency Medical Response","2020-01-29 00:13:36","CA","92105","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015452","San Diego","Emergency Medical Response","2020-01-29 00:08:51","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015451","San Diego","Emergency Medical Response","2020-01-29 00:03:35","CA","92101","29","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015448","San Diego","Emergency Medical Response","2020-01-28 23:57:02","CA","92110","28","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015449","San Diego","Urgent Medical Response","2020-01-28 23:56:50","CA","92111","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015447","San Diego","Emergency Medical Response","2020-01-28 23:47:58","CA","92101","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015446","San Diego","Emergency Medical Response","2020-01-28 23:44:35","CA","92102","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015445","San Diego","Emergency Medical Response","2020-01-28 23:43:55","CA","92120","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015444","San Diego","Emergency Medical Response","2020-01-28 23:40:38","CA","92124","28","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015443","San Diego","Urgent Medical Response","2020-01-28 23:33:09","CA","92154","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015441","San Diego","Emergency Medical Response","2020-01-28 23:30:21","CA","92124","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015442","San Diego","Emergency Medical Response","2020-01-28 23:29:57","CA","92102","28","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015440","San Diego","Urgent Medical Response","2020-01-28 23:24:39","CA","92115","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015439","San Diego","Emergency Medical Response","2020-01-28 23:22:31","CA","92115","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015438","San Diego","Emergency Medical Response","2020-01-28 23:19:41","CA","92101","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015437","San Diego","Emergency Medical Response","2020-01-28 23:17:23","CA","92101","28","1","2020"
"Fire","FIRE","SAN DIEGO","FS20015436","San Diego","FIRE","2020-01-28 23:16:54","CA","92113","28","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015435","San Diego","Urgent Medical Response","2020-01-28 23:14:07","CA","92102","28","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015434","San Diego","Urgent Medical Response","2020-01-28 22:48:18","CA","92101","28","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20015433","San Diego","HAZARD","2020-01-28 22:46:55","CA","92110","28","1","2020"
"Fire","FIRE","SAN DIEGO","FS20015432","San Diego","FIRE","2020-01-28 22:41:23","CA","92109","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015431","San Diego","Emergency Medical Response","2020-01-28 22:38:21","CA","92105","28","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015429","San Diego","Urgent Medical Response","2020-01-28 22:27:12","CA","92101","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015428","San Diego","Emergency Medical Response","2020-01-28 22:20:52","CA","92101","28","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20015427","San Diego","Urgent Medical Response","2020-01-28 22:16:29","CA","92117","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015426","San Diego","Emergency Medical Response","2020-01-28 22:09:37","CA","92123","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015425","San Diego","Emergency Medical Response","2020-01-28 22:08:31","CA","92101","28","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20015424","San Diego","Non-Emergency Medical Response","2020-01-28 22:07:58","CA","92113","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015422","San Diego","Emergency Medical Response","2020-01-28 21:56:43","CA","92101","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015421","San Diego","Emergency Medical Response","2020-01-28 21:55:34","CA","92110","28","1","2020"
"Fire","FIRE","SAN DIEGO","FS20015419","San Diego","FIRE","2020-01-28 21:50:38","CA","92104","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015420","San Diego","Emergency Medical Response","2020-01-28 21:50:26","CA","92101","28","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20015418","San Diego","Emergency Medical Response","2020-01-28 21:45:47","CA","92101","28","1","2020"
